,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,Account_check_0 <= ... < 200 DM,Account_check_< 0 DM,Account_check_>= 200 DM / salary assignments for at least 1 year,Account_check_no checking account,Credit_history_all credits at this bank paid back duly,Credit_history_critical account/ other credits existing (not at this bank),Credit_history_delay in paying off in the past,Credit_history_existing credits paid back duly till now,Credit_history_no credits taken/ all credits paid back duly,Purpose_(vacation - does not exist?),Purpose_business,Purpose_car (new),Purpose_car (used),Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/television,Purpose_repairs,Purpose_retraining,Savings_.. >= 1000 DM ,Savings_... < 100 DM,Savings_100 <= ... < 500 DM,Savings_500 <= ... < 1000 DM ,Savings_unknown/ no savings account,Present_emp_since_.. >= 7 years,Present_emp_since_... < 1 year ,Present_emp_since_1 <= ... < 4 years,Present_emp_since_4 <= ... < 7 years,Present_emp_since_unemployed,Personal_status_sex_female : divorced/separated/married,Personal_status_sex_male : divorced/separated,Personal_status_sex_male : married/widowed,Personal_status_sex_male : single,Other_debtors_co-applicant,Other_debtors_guarantor,Other_debtors_none,Property_if not A121 : building society savings agreement/ life insurance,"Property_if not A121/A122 : car or other, not in attribute 6",Property_real estate,Property_unknown / no property,Other_installment_plans_bank,Other_installment_plans_none,Other_installment_plans_stores,Housing_for free,Housing_own,Housing_rent,Job_management/ self-employed/ highly qualified employee/ officer,Job_skilled employee / official,Job_unemployed/ unskilled - non-resident,Job_unskilled - resident,Telephone_none,"Telephone_yes, registered under the customers name ",Foreign_worker_no,Foreign_worker_yes,Account_check_status_first2,Account_check_status_last2,Credit_history_team1,Credit_history_team2,Purpose_vacation_forniture_education,Purpose_repairs_carUsed_retraining,Present_emp_since_unemployed_less1,Property_middle,Other_installment_plans_stores_bank,Housing_free_rent,Job_unemployed_unskilled,People_under_maintenance_2,People_under_maintenance_1,Credits_this_bank_1,Credits_this_bank_2,Credits_this_bank_3,Credits_this_bank_4,Age_categories,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Duration_in_month_categories,Duration_in_month_1,Duration_in_month_2,Duration_in_month_3,Duration_in_month_4,Duration_in_month_5,Credit_amount_categories,Credit_amount_1,Credit_amount_2,Credit_amount_3,Installment_as_income_perc_1,Installment_as_income_perc_2,Installment_as_income_perc_3,Installment_as_income_perc_4,Present_res_since_1,Present_res_since_2,Present_res_since_3,Present_res_since_4
608,no checking account,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year ,4,male : single,none,1,real estate,33,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0
439,>= 200 DM / salary assignments for at least 1 year,12,all credits at this bank paid back duly,business,609,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,none,1,real estate,26,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
471,< 0 DM,6,existing credits paid back duly till now,(vacation - does not exist?),448,... < 100 DM,... < 1 year ,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
398,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),1223,... < 100 DM,.. >= 7 years,1,male : divorced/separated,none,1,real estate,46,none,rent,2,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0
785,0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,.. >= 1000 DM ,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
998,< 0 DM,45,existing credits paid back duly till now,domestic appliances,1845,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,23,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1
882,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),2181,unknown/ no savings account,.. >= 7 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,1
730,0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,6403,... < 100 DM,... < 1 year ,1,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,7,0,1,0,1,0,0,0,0,1,0,0
43,< 0 DM,30,critical account/ other credits existing (not at this bank),car (used),6187,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,2,skilled employee / official,1,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,7,0,1,0,1,0,0,0,0,0,0,1
261,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1603,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",55,none,own,1,skilled employee / official,1,none,yes,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1
856,no checking account,10,existing credits paid back duly till now,retraining,894,unknown/ no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,if not A121 : building society savings agreement/ life insurance,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
429,< 0 DM,18,critical account/ other credits existing (not at this bank),education,1190,... < 100 DM,unemployed,2,female : divorced/separated/married,none,4,unknown / no property,55,none,for free,3,unemployed/ unskilled - non-resident,2,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,4,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1
228,no checking account,9,existing credits paid back duly till now,domestic appliances,1478,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
5,no checking account,36,existing credits paid back duly till now,(vacation - does not exist?),9055,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,4,unknown / no property,35,none,for free,1,unskilled - resident,2,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,10,0,1,0,0,1,0,0,0,0,0,1
970,0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
802,< 0 DM,20,critical account/ other credits existing (not at this bank),radio/television,4272,... < 100 DM,.. >= 7 years,1,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,none,own,2,skilled employee / official,1,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,1
318,no checking account,12,critical account/ other credits existing (not at this bank),(vacation - does not exist?),701,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
863,no checking account,27,critical account/ other credits existing (not at this bank),radio/television,4526,.. >= 1000 DM ,... < 1 year ,4,male : single,none,2,real estate,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name ",yes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,5,0,1,0,0,0,0,1,0,1,0,0
312,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,3749,... < 100 DM,... < 1 year ,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1
75,< 0 DM,12,critical account/ other credits existing (not at this bank),car (used),1526,... < 100 DM,.. >= 7 years,4,male : single,none,4,unknown / no property,66,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1
173,0 <= ... < 200 DM,8,existing credits paid back duly till now,domestic appliances,1414,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,33,none,own,1,skilled employee / official,1,none,no,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
824,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,3780,... < 100 DM,... < 1 year ,3,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0,0
51,0 <= ... < 200 DM,27,delay in paying off in the past,car (used),5965,... < 100 DM,.. >= 7 years,1,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,6,0,1,0,1,0,0,0,0,1,0,0
887,0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,16,0,0,1,0,1,0,0,0,1,0,0
902,no checking account,36,critical account/ other credits existing (not at this bank),car (used),10477,unknown/ no savings account,.. >= 7 years,2,male : single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,11,0,0,1,0,1,0,0,0,0,0,1
220,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,625,... < 100 DM,... < 1 year ,4,male : married/widowed,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
508,no checking account,24,existing credits paid back duly till now,domestic appliances,1413,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0
572,no checking account,24,existing credits paid back duly till now,car (used),5433,unknown/ no savings account,unemployed,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,1
387,0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,7374,... < 100 DM,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,40,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1
93,>= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),radio/television,3617,unknown/ no savings account,.. >= 7 years,4,male : single,co-applicant,4,unknown / no property,20,none,rent,2,skilled employee / official,1,none,yes,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1
148,< 0 DM,36,critical account/ other credits existing (not at this bank),radio/television,5371,... < 100 DM,1 <= ... < 4 years,3,male : single,guarantor,2,if not A121 : building society savings agreement/ life insurance,28,none,own,2,skilled employee / official,1,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,6,0,1,0,0,0,1,0,0,1,0,0
482,< 0 DM,30,existing credits paid back duly till now,radio/television,3622,.. >= 1000 DM ,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1
835,< 0 DM,12,no credits taken/ all credits paid back duly,car (new),1082,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,bank,own,2,skilled employee / official,1,none,yes,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1
249,no checking account,18,existing credits paid back duly till now,domestic appliances,433,... < 100 DM,unemployed,3,female : divorced/separated/married,co-applicant,4,real estate,22,none,rent,1,skilled employee / official,1,none,yes,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
340,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),(vacation - does not exist?),5743,... < 100 DM,... < 1 year ,2,female : divorced/separated/married,none,4,unknown / no property,24,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,1
616,0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/ no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown / no property,27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,10,0,1,0,0,1,0,0,0,1,0,0
200,no checking account,9,critical account/ other credits existing (not at this bank),(vacation - does not exist?),936,500 <= ... < 1000 DM ,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",52,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
91,< 0 DM,12,critical account/ other credits existing (not at this bank),car (used),1409,... < 100 DM,.. >= 7 years,4,male : single,none,3,real estate,54,none,own,1,skilled employee / official,1,none,yes,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0
540,0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1534,... < 100 DM,... < 1 year ,1,male : married/widowed,none,1,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0
442,0 <= ... < 200 DM,20,delay in paying off in the past,furniture/equipment,2629,... < 100 DM,1 <= ... < 4 years,2,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0
966,0 <= ... < 200 DM,27,critical account/ other credits existing (not at this bank),domestic appliances,2520,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,23,none,own,2,unskilled - resident,1,none,yes,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0
